엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
인도네시아,국가,시장규모,삼계탕,식품,시기:2024;시장규모:22.1조원
인도네시아,국가,시장규모,즉석섭취식품,식품,시기:2023;시장규모:9.8조원
인도네시아,국가,수입규모,삼계탕,식품,시기:2023;수입규모:1699만 원
인도네시아,국가,수입규모,글로벌수입액,식품,시기:2023;수입규모:21억 원
인도네시아,국가,수입규모,한국수입액,식품,시기:2023;수입규모:1699만 원
인도네시아,국가,시장성장률,편의식,식품,시기:2023;성장률:6.0%
인도네시아,국가,시장성장률,즉석섭취식품,식품,시기:2023;성장률:4.8%
인도네시아,국가,시장성장률,즉석섭취식품,식품,시기:2024;성장률:4.9%
인도네시아,국가,수입규모,HS CODE 1602.32,식품,시기:2023;수입규모:21억 원
인도네시아,국가,수입규모,한국수입액,식품,시기:2023;수입규모:1699만 원
인도네시아,국가,수입규모,글로벌수입액,식품,시기:2023;수입규모:21억 원
인도네시아,국가,수입규모,HS CODE 1602.32,식품,시기:2023;수입규모:21억 원
인도네시아,국가,수입규모,한국수입액,식품,시기:2023;수입규모:1699만 원
인도네시아,국가,수입규모,HS CODE 1602.32,식품,시기:2023;수입규모:21억 원
인도네시아,국가,수입규모,한국수입액,식품,시기:2023;수입규모:1699만 원
인도네시아,국가,시장규모,편의식,식품,시기:2023;시장규모:22.1조원
인도네시아,국가,시장규모,즉석섭취식품,식품,시기:2023;시장규모:9.8조원
인도네시아,국가,시장성장률,편의식,식품,시기:2023;성장률:6.0%
인도네시아,국가,시장성장률,즉석섭취식품,식품,시기:2023;성장률:4.8%
인도네시아,국가,시장성장률,편의식,식품,시기:2024;성장률:5.6%
인도네시아,국가,시장성장률,즉석섭취식품,식품,시기:2024;성장률:4.9%
인도네시아,국가,시장규모,즉석섭취식품,식품,시기:2023;시장규모:9.8조원
인도네시아,국가,시장규모,즉석섭취식품,식품,시기:2023;시장규모:9.8조원
인도네시아,국가,수출액,삼계탕,식품,시기:2018;수출액:302만 달러
인도네시아,국가,수출액,삼계탕,식품,시기:2020;수출액:2343만 달러
인도네시아,국가,수출액,삼계탕,식품,시기:2023;수출액:1699만 원
인도네시아,국가,수출액,한국수출액,식품,시기:2023;수출액:1699만 원
인도네시아,국가,수입규모,HS CODE 1602.32,식품,시기:2023;수입규모:21억 원
인도네시아,국가,수입규모,한국수입액,식품,시기:2023;수입규모:1699만 원
인도네시아,국가,수입규모,글로벌수입액,식품,시기:2023;수입규모:21억 원
인도네시아,국가,수입규모,HS CODE 1602.32,식품,시기:2023;수입규모:21억 원
인도네시아,국가,수입규모,한국수입액,식품,시기:2023;수입규모:1699만 원
인도네시아,국가,수입규모,HS CODE 1602.32,식품,시기:2023;수입규모:21억 원
인도네시아,국가,수입규모,한국수입액,식품,시기:2023;수입규모:1699만 원
인도네시아,국가,시장규모,편의식,식품,시기:2023;시장규모:22.1조원
인도네시아,국가,시장규모,즉석섭취식품,식품,시기:2023;시장규모:9.8조원
인도네시아,국가,시장성장률,편의식,식품,시기:2023;성장률:6.0%
인도네시아,국가,시장성장률,즉석섭취식품,식품,시기:2023;성장률:4.8%
인도네시아,국가,시장성장률,편의식,식품,시기:2024;성장률:5.6%
인도네시아,국가,시장성장률,즉석섭취식품,식품,시기:2024;성장률:4.9%
인도네시아,국가,수출액,삼계탕,식품,시기:2018;수출액:302만 달러
인도네시아,국가,수출액,삼계탕,식품,시기:2020;수출액:2343만 달러
인도네시아,국가,수출액,삼계탕,식품,시기:2023;수출액:1699만 원
인도네시아,국가,수출액,한국수출액,식품,시기:2023;수출액:1699만 원
