엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
일본,국가,수출국,농산물,품목,국가:일본;시기:2023년
중국,국가,수출국,농산물,품목,국가:중국;시기:2023년
한국,국가,수출국,고추,품목,국가:한국;시기:2023년
한국,국가,수출국,감귤,품목,국가:한국;시기:2023년
한국,국가,수출국,토마토,품목,국가:한국;시기:2023년
대만,국가,수출국,농산물,품목,국가:대만;시기:2023년
대만,국가,수출국,축산물,품목,국가:대만;시기:2023년
미국,국가,수출국,농산물,품목,국가:미국;시기:2023년
미국,국가,수출국,축산물,품목,국가:미국;시기:2023년
베트남,국가,수출국,농산물,품목,국가:베트남;시기:2023년
베트남,국가,수출국,축산물,품목,국가:베트남;시기:2023년
말레이시아,국가,수출국,농산물,품목,국가:말레이시아;시기:2023년
말레이시아,국가,수출국,축산물,품목,국가:말레이시아;시기:2023년
러시아,국가,수출국,농산물,품목,국가:러시아;시기:2023년
러시아,국가,수출국,축산물,품목,국가:러시아;시기:2023년
몽골,국가,수출국,농산물,품목,국가:몽골;시기:2023년
아랍에미레이트,국가,수출국,농산물,품목,국가:아랍에미레이트;시기:2023년
호주,국가,수출국,농산물,품목,국가:호주;시기:2023년
호주,국가,수출국,축산물,품목,국가:호주;시기:2023년
인도네시아,국가,수출국,농산물,품목,국가:인도네시아;시기:2023년
인도네시아,국가,수출국,축산물,품목,국가:인도네시아;시기:2023년
말레이시아,국가,수출국,농산물,품목,국가:말레이시아;시기:2023년
말레이시아,국가,수출국,축산물,품목,국가:말레이시아;시기:2023년
러시아,국가,수출국,농산물,품목,국가:러시아;시기:2023년
러시아,국가,수출국,축산물,품목,국가:러시아;시기:2023년
몽골,국가,수출국,농산물,품목,국가:몽골;시기:2023년
아랍에미레이트,국가,수출국,농산물,품목,국가:아랍에미레이트;시기:2023년
호주,국가,수출국,농산물,품목,국가:호주;시기:2023년
호주,국가,수출국,축산물,품목,국가:호주;시기:2023년
