엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
일본,국가,조사 대상,물회,품목,시기:2024년;지역:일본
물회,품목,생산지,한국산 해산물,품목,시기:2024년;지역:일본
한국산 해산물,품목,구매 경험자,일본 소비자,국가,시기:2024년
한국산 해산물,품목,구매 계기,매장에서 발견하고 호기심,속성,시기:2024년
한국산 해산물,품목,구매 계기,한국산 제품에 평소 관심,속성,시기:2024년
한국산 해산물,품목,구매 이유,가격,속성
한국산 해산물,품목,구매 이유,맛,속성
한국산 해산물,품목,구매 이유,신선도|신선함,속성
한국산 해산물,품목,구매 경험,경험 유무,속성,값:있음
한국산 해산물,품목,구매 경험,경험 없음,속성,값:없음
한국산 해산물,품목,구매 경험,경험 있음,속성,값:있음
한국산 해산물,품목,구매 계기,매장에서 발견하고 호기심,속성
한국산 해산물,품목,구매 계기,한국산 제품에 관심,속성
한국산 해산물,품목,구매 계기,광고,속성
해산물,품목,선호 원료,생선,품목
해산물,품목,선호 원료,해산물,품목
해산물,품목,선호 원료,야채,품목
해산물,품목,섭취 빈도,주 3회 미만,속성
해산물,품목,섭취 빈도,주 3회 이상,속성
해산물,품목,인지도,물회 인지도,속성,값:17.6%
해산물,품목,인지도,물회 인지도,속성,값:17.6%
해산물,품목,섭취 경험,경험 유무,속성,값:있음
해산물,품목,섭취 경험,경험 없음,속성,값:없음
해산물,품목,섭취 경험,경험 있음,속성,값:있음
해산물,품목,섭취 이유,독특한 맛,속성,값:42.9%
해산물,품목,섭취 이유,편리성,속성,값:42.9%
해산물,품목,섭취 이유,재료 다양성,속성,값:42.9%
한국산 해산물,품목,구매 경험,경험 유무,속성,값:있음
한국산 해산물,품목,구매 경험,경험 없음,속성,값:없음
한국산 해산물,품목,구매 경험,경험 있음,속성,값:있음
한국산 해산물,품목,구매 계기,매장에서 발견하고 호기심,속성
한국산 해산물,품목,구매 계기,한국산 제품에 관심,속성
한국산 해산물,품목,구매 계기,광고,속성
한국산 해산물,품목,구매 계기,호기심,속성
한국산 해산물,품목,구매 계기,평소 관심,속성
한국산 해산물,품목,구매 고려 요소,가격,속성
한국산 해산물,품목,구매 고려 요소,맛,속성
한국산 해산물,품목,구매 고려 요소,신선도,속성
한국산 해산물,품목,구매 고려 요소,신선함,속성
한국산 해산물,품목,구매 고려 요소,신선한 재료,속성
한국산 해산물,품목,구매 고려 요소,간편한 조리,속성
한국산 해산물,품목,구매 고려 요소,가격|맛,속성
한국산 해산물,품목,구매 경로,매장 내 진열,경로
한국산 해산물,품목,구매 경로,대형마트,경로
한국산 해산물,품목,구매 경로,온라인,경로
한국산 해산물,품목,구매 경로 선택 이유,신뢰할 수 있는 제품,속성
한국산 해산물,품목,구매 경로 선택 이유,집이나 직장과 가까움,속성
한국산 해산물,품목,구매 경험,경험 유무,속성,값:있음
한국산 해산물,품목,구매 경험,경험 없음,속성,값:없음
한국산 해산물,품목,구매 경험,경험 있음,속성,값:있음
한국산 해산물,품목,구매 계기,매장에서 발견하고 호기심,속성
한국산 해산물,품목,구매 계기,한국산 제품에 관심,속성
한국산 해산물,품목,구매 계기,광고,속성
한국산 해산물,품목,구매 계기,호기심,속성
한국산 해산물,품목,구매 계기,평소 관심,속성
