엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
나이지리아,국가,수출국,한국,국가,시기:2024년;시장규모:1839억달러;연평균성장률:7.4%;수출액:571.5백만달러;수출품목:코코아두|참깨|대두(기타)|캐슈너트(미탈각)|캐슈너트(탈각);수출비중:26.0|17.8|8.4|7.7|5.9;수출증가율:12.5|29.4|815.9|18.2|185.9;수출연평균성장률:25.8|10.3|N/A|26.2|40.4
한국,기업,수출,나이지리아,국가,수출액:57150000;수출품목:농산물|수산물|축산물|임산물;수출비중:63.7|36.1|0.2|0.1;수출연평균성장률:12.6|0.9|13.8|3.6
한국,국가,수입,나이지리아,국가,수입액:602.9백만달러;수입품목:듀럼종밀|사탕수수당|맥아추출물|조제식료품|볶지않은맥아;수입비중:33.0|14.5|4.2|3.0|2.7;수입감소율:-10.6|5.4|-8.9|-1.6|39.4
나이지리아,국가,시장규모,전세계,국가,2023년:1839억달러;2027년예상:3062억달러;연평균성장률:13.6%;품목별시장규모:육류:358억달러|베이커리및곡물류:344억달러|채소류:236억달러;시장점유율:육류:19.5%|베이커리및곡물류:18.7%|채소류:12.9%
나이지리아,국가,유통채널,오프라인,유통형태,소규모식료품점,매장수:5825425;시장규모:8조2242억나이라;점유율:87.2%;연평균성장률:13.7%
나이지리아,국가,유통채널,온라인,유통형태,Jumia Marketplace,점유율:42.3%;웹사이트:www.jumia.com.ng;특징:신선식품 미판매,가공식품중심
나이지리아,국가,유통채널,온라인,유통형태,Konga Marketplace,점유율:14.6%;웹사이트:www.konga.com;특징:신선과채류,가공식품 판매
나이지리아,국가,유통채널,오프라인,유통형태,슈퍼마켓,매장수:3700;시장규모:3700억나이라;연평균성장률:19.8%
나이지리아,국가,유통채널,오프라인,유통형태,포코트리테일러,매장수:690;시장규모:690억나이라;연평균성장률:2.5%
나이지리아,국가,유통채널,오프라인,유통형태,전문판매점,매장수:6000;시장규모:6653억나이라;연평균성장률:0.6%
나이지리아,국가,유통채널,온라인,유통형태,온라인시장,2023년규모:12.3억나이라;연평균성장률:24.3%
나이지리아,국가,수요증가품목,음료,특징:건강음료,전통음료,Zobo;수입액:약350만달러;증가율:10.1%
나이지리아,국가,수요증가품목,비스킷,특징:저가소포장,어린이청소년중심;수입액:약100만달러;증가율:175.8%
나이지리아,국가,수요증가품목,증류주,특징:한국소주,한류팬수요;수입액:약57만달러;증가율:475.2%
나이지리아,국가,수요증가품목,라면,특징:얇은면발,닭고기맛;수입액:약30만달러;증가율:높음
나이지리아,국가,수요증가품목,가공식품,특징:저렴,편리;수입액:약50만달러;증가율:높음
나이지리아,국가,수요증가품목,건강식품,특징:저지방,무지방;수입액:약20만달러;증가율:높음
