엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
인도,국가,시장규모,김치,품목,시기:2024;규모:134800000000원
인도,국가,시장성장률,김치,품목,시기:2019-2023;연평균성장률:10.0%
인도,국가,시장성장률,김치,품목,시기:2024-2028;연평균성장률:8.5%
인도,국가,수입액,HS CODE 2005.99,품목,2023년:98000000원;대한국 수입액:120000000원;대한국 점유율:12.5%
인도,국가,수입액,HS CODE 2005.99,품목,2019년:111000000원;2023년:98000000원;감소율:-3.1%
인도,국가,수입액,HS CODE 2005.99,품목,2023년:120000000원;대한국 수입액:120000000원;대한국 점유율:12.5%
인도,국가,김치 수입업체,봄부차,기업,브랜드명:봄부차;제품명:김치;중량:450g;가격:7416원
인도,국가,김치 수입업체,김치팩토리,기업,브랜드명:김치팩토리;제품명:레드;중량:110g;가격:3626원
인도,국가,김치 수입업체,핸즈온터미,기업,브랜드명:핸즈온터미;제품명:화이트;중량:110g;가격:3626원
인도,국가,김치 수입업체,네오,기업,브랜드명:네오;제품명:김치;중량:460g;가격:6674원
인도,국가,김치 수입업체,KS푸드,기업,브랜드명:KS푸드;제품명:볶음김치;중량:130g;가격:2472원
인도,국가,김치 수입업체,유바,기업,브랜드명:유바;제품명:김치;중량:450g;가격:8224원
인도,국가,김치 수입업체,마비스,기업,브랜드명:마비스;제품명:무김치;중량:500g;가격:7416원
인도,국가,김치 수입업체,마비스,기업,브랜드명:마비스;제품명:깍두기;중량:500g;가격:6889원
인도,국가,김치,유통채널,유통경로,온라인쇼핑몰,아마존,브랜드,네오,어반플래터,키시 누나,핸즈온터미,마비스,케이에스푸드,유바
인도,국가,김치,유통채널,유통경로,오프라인,백화점,슈퍼마켓,한인마트,한국식품전문점,한국산 식품점
인도,국가,김치,유통채널,유통경로,온라인,아마존,스위기,자사몰,이커머스 플랫폼
인도,국가,김치,유통채널,유통경로,오프라인,슈퍼마켓,백화점,편의점,하이퍼마켓
인도,국가,김치,유통채널,유통경로,한국,서울스토어,앰비언스몰,릴라이언스리테일,모어,킴즈마트,지오마트
인도,국가,김치,유통채널,주요 유통채널,하이퍼마켓/슈퍼마켓,32.0%
인도,국가,김치,유통채널,주요 유통채널,온라인,9.3%
인도,국가,김치,유통채널,주요 유통채널,기타,28.2%
인도,국가,김치,유통채널,주요 유통채널,편의점,7.8%
인도,국가,김치,유통채널,주요 유통채널,드럭스토어,5.2%
인도,국가,김치,유통채널,주요 유통채널,할인점,3.5%
인도,국가,김치,유통채널,주요 유통채널,기타,28.2%
인도,국가,김치,유통채널,유통경로,오프라인,백화점,슈퍼마켓,한인마트,한국식품전문점
인도,국가,김치,유통채널,유통경로,온라인,아마존,스위기,자사몰,이커머스 플랫폼
인도,국가,김치,유통채널,유통경로,한국,서울스토어,앰비언스몰,릴라이언스리테일,모어,킴즈마트,지오마트
인도,국가,김치,유통채널,유통경로,한국,한국산 식품점,한국식품전문점
인도,국가,김치,유통채널,유통경로,한국,한국산 식품점,한국식품전문점
인도,국가,김치,유통채널,유통경로,한국,한국산 식품점,한국식품전문점
인도,국가,김치,유통채널,유통경로,한국,한국산 식품점,한국식품전문점
인도,국가,김치,유통채널,유통경로,한국,한국산 식품점,한국식품전문점
인도,국가,김치,유통채널,유통경로,한국,한국산 식품점,한국식품전문점
인도,국가,김치,유통채널,유통경로,한국,한국산 식품점,한국식품전문점
인도,국가,김치,유통채널,유통경로,한국,한국산 식품점,한국식품전문점
