엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
미국,국가,시장규모,빵 및 시리얼 시장,시장,시기:2024,시장규모:91조원,성장률:3.9%
미국,국가,시장규모,기타 시리얼 시장,시장,시기:2024,시장규모:9.4조원,성장률:4.0%
미국,국가,수입액,HS CODE 1901.90 수입액,수입액,시기:2023,수입액:101조원,성장률:10.9%
미국,국가,수입액,한국에 대한 수입액,수입액,시기:2023,수입액:0.03조원,성장률:9.7%
미국,국가,시장성장,빵 및 시리얼 시장,시장,시기:2024,예상시장규모:106조원,성장률:3.2%
미국,국가,시장성장,기타 시리얼 시장,시장,시기:2024,예상시장규모:10.8조원,성장률:2.6%
미국,국가,시장규모,업소용 프리믹스 시장,시장,시기:2024,시장규모:추정,성장률:추정
웹스토랑스토어,기업,판매채널,미국 업소용 프리믹스,판매채널,시기:2024,특징:대형 온라인 유통업체,제품수:수천개,매출액:30억달러
레스토랑디포,기업,판매채널,미국 업소용 프리믹스,판매채널,시기:2024,특징:도매 식자재 공급업체,매장수:4개
코스트코,기업,판매채널,미국 업소용 프리믹스,판매채널,시기:2024,특징:회원제 창고형 슈퍼마켓,매장수:604개
월마트,기업,판매채널,미국 업소용 프리믹스,판매채널,시기:2024,특징:대형 유통기업,매장수:9080억 원
리브라더스,기업,판매채널,미국 업소용 프리믹스,판매채널,시기:2024,특징:한국/아시아 식품 도매업체,매장수:2개
Lotte Plaza Market,기업,판매채널,미국 업소용 프리믹스,판매채널,시기:2024,특징:한인마트,매장수:16개
FDA,기관,등록,식품생산가공시설등록,등록,시기:2021~,내용:시설명,주소,등록번호
USDA,기관,인증,유기농 인증,인증,시기:2024,내용:USDA Organic
IFANCA,기관,인증,할랄 인증,인증,시기:2024,내용:이슬람식품인증
글루텐프리인증,기관,인증,글루텐-프리,인증,시기:2024,내용:글루텐프리 인증
Vegan Action,기관,인증,비건,인증,시기:2024,내용:비건 인증
HS CODE 1901.90,코드,수출입,미국의 HS CODE 1901.90,코드,시기:2023,수입액:1.01조원,성장률:10.9%
미국,국가,시장성장,빵 및 시리얼 시장,시장,시기:2024,예상시장규모:106조원,성장률:3.2%
미국,국가,시장성장,기타 시리얼 시장,시장,시기:2024,예상시장규모:10.8조원,성장률:2.6%
미국,국가,시장규모,업소용 프리믹스 시장,시장,시기:2024,시장규모:추정,성장률:추정
미국,국가,수입액,HS CODE 1901.90 수입액,수입액,시기:2023,수입액:1.01조원,성장률:10.9%
미국,국가,수입액,한국에 대한 수입액,수입액,시기:2023,수입액:0.03조원,성장률:9.7%
미국,국가,시장규모,빵 및 시리얼 시장,시장,시기:2024,예상시장규모:106조원,성장률:3.2%
미국,국가,시장규모,기타 시리얼 시장,시장,시기:2024,예상시장규모:10.8조원,성장률:2.6%
미국,국가,시장규모,업소용 프리믹스 시장,시장,시기:2024,시장규모:추정,성장률:추정
