엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
카자흐스탄,국가,시장규모,신선과일시장,시장,시기:2023;규모:5.9조원
카자흐스탄,국가,시장규모,사과&배시장,시장,시기:2023;규모:1.09조원
카자흐스탄,국가,수입액,HS CODE 0808.30 수입,품목,시기:2019-2023;수입액:297억 원
카자흐스탄,국가,수입액,HS CODE 0808.30 수입,품목,시기:2023;수입액:297억 원
카자흐스탄,국가,배시장규모,배시장,시장,시기:2023;규모:시기별 성장
배,품목,원산지,남아프리카,국가,원산지
배,품목,원산지,중국,국가,원산지
배,품목,원산지,터키,국가,원산지
배,품목,원산지,한국,국가,원산지
배,품목,가격대,600~900텡게/kg,단위,시기:2024
배,품목,가격대,800~1200텡게/kg,단위,시기:2024
배,품목,평균가격,600~900텡게/kg,단위,시기:2024
배,품목,시장경쟁제품,사과,품목
배,품목,시장경쟁제품,포도,품목
배,품목,시장경쟁제품,감귤류,품목
배,품목,선호품종,한국배,품종,특징:단맛,식감,긴 유통기한
배,품목,유통채널,슈퍼마켓,유통채널
배,품목,유통채널,전문점,유통채널
배,품목,유통채널,온라인 플랫폼,유통채널
배,품목,라벨링요구,카자흐어,언어
배,품목,라벨링요구,러시아어,언어
배,품목,라벨링요구,성분,내용
배,품목,라벨링요구,영양정보,내용
배,품목,라벨링요구,유통기한,내용
배,품목,라벨링요구,제조일자,내용
배,품목,라벨링요구,생물학적 활성 첨가제,내용
배,품목,인증,TRCU,인증,적용대상:수출입제품
배,품목,인증,HACCP,인증,적용대상:생산안전
배,품목,인증,FSSC 22000,인증,적용대상:생산안전
배,품목,인증,ISO 22000,인증,적용대상:생산안전
배,품목,인증,HALAL,인증,적용대상:이슬람시장
배,품목,라벨링,언어,카자흐어와러시아어
배,품목,포장,크기,소형포장권장
배,품목,가격,600~900텡게/kg,단위
배,품목,홍보슬로건,한국 배의 달콤한 바삭함을 경험하세요,슬로건
배,품목,시장경쟁제품,사과,품목
배,품목,시장경쟁제품,포도,품목
배,품목,시장경쟁제품,감귤류,품목
