엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
중국,국가,생산지,쌀,품목,국가:중국;시기:2024년 8월
중국,국가,생산지,팥,품목,국가:중국;시기:2024년 8월
중국,국가,생산지,콩,품목,국가:중국;시기:2024년 8월
미국,국가,생산지,콩,품목,국가:미국;시기:2024년 8월
중국,국가,생산지,녹두,품목,국가:중국;시기:2024년 8월
중국,국가,생산지,메밀,품목,국가:중국;시기:2024년 8월
중국,국가,생산지,콩나물콩,품목,국가:중국;시기:2024년 8월
중국,국가,생산지,알땅콩,품목,국가:중국;시기:2024년 8월
중국,국가,생산지,생강,품목,국가:중국;시기:2024년 8월
인도,국가,생산지,생강,품목,국가:인도;시기:2024년 8월
중국,국가,생산지,참깨,품목,국가:중국;시기:2024년 8월
중국,국가,생산지,건고추,품목,국가:중국;시기:2024년 8월
중국,국가,생산지,마늘,품목,국가:중국;시기:2024년 8월
감숙성,지역,생산지,양파,품목,지역:감숙성;시기:2024년 8월
파키스탄,국가,생산지,양파,품목,국가:파키스탄;시기:2024년 8월
브라질,국가,생산지,양파,품목,국가:브라질;시기:2024년 8월
중국,국가,생산지,참깨,품목,국가:중국;시기:2024년 8월
중국,국가,생산지,생강,품목,국가:중국;시기:2024년 8월
중국,국가,수입,쌀,품목,수입량:85775;시기:2024년 7월
중국,국가,수입,팥,품목,수입량:22378;시기:2024년 7월
중국,국가,수입,콩,품목,수입량:5450;시기:2024년 7월
미국,국가,수입,콩,품목,수입량:151173;시기:2024년 7월
중국,국가,수입,녹두,품목,수입량:900;시기:2024년 7월
중국,국가,수입,메밀,품목,수입량:660;시기:2024년 7월
중국,국가,수입,콩나물콩,품목,수입량:11728;시기:2024년 7월
중국,국가,수입,알땅콩,품목,수입량:420;시기:2024년 7월
중국,국가,수입,생강,품목,수입량:3696;시기:2024년 7월
중국,국가,수입,참깨,품목,수입량:14070;시기:2024년 7월
인도,국가,수입,생강,품목,수입량:9456;시기:2024년 7월
중국,국가,수입,건고추,품목,수입량:2179;시기:2024년 7월
중국,국가,수입,양파,품목,수입량:41935;시기:2024년 7월
파키스탄,국가,수입,양파,품목,수입량:50397;시기:2024년 7월
브라질,국가,수입,양파,품목,수입량:10545;시기:2024년 7월
중국,국가,수입,참깨,품목,수입량:14070;시기:2024년 7월
중국,국가,수입,생강,품목,수입량:3696;시기:2024년 7월
