엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
UAE,국가,시장규모,딸기,품목,시장규모:3.8조원;시기:2023년;지역:UAE
UAE,국가,시장규모,베리류및포도,품목,시장규모:4939억원;시기:2023년;지역:UAE
UAE,국가,수입액,HS CODE 0810.10,품목,수입액:720억원;시기:2023년;지역:UAE
UAE,국가,수입액,한국,국가,수입액:6674만 원;시기:2023년;지역:UAE
UAE,국가,딸기시장,프리미엄 딸기,품목,시장수요:증가;시기:2024년 예상;지역:UAE
UAE,국가,유통채널,하이퍼마켓/슈퍼마켓,유통채널,점유율:72.0%;시기:2023년 4분기;지역:UAE
UAE,국가,유통채널,기타,유통채널,점유율:18.0%;시기:2023년 4분기;지역:UAE
UAE,국가,유통채널,재래시장,유통채널,점유율:10.0%;시기:2023년 4분기;지역:UAE
한국,국가,유통채널,기타,유통채널,점유율:52.0%;시기:2023년 4분기;지역:한국
한국,국가,유통채널,하이퍼마켓/슈퍼마켓,유통채널,점유율:42.0%;시기:2023년 4분기;지역:한국
한국,국가,유통채널,재래시장,유통채널,점유율:6.0%;시기:2023년 4분기;지역:한국
UAE,국가,시장성장,신선과일,품목,연평균성장률:4.3%;시기:2019-2023;지역:UAE
UAE,국가,시장성장,베리류및포도,품목,연평균성장률:4.5%;시기:2019-2023;지역:UAE
UAE,국가,시장성장,HS CODE 0810.10,품목,연평균성장률:10.6%;시기:2019-2023;지역:UAE
UAE,국가,수입액,HS CODE 0810.10,품목,수입액:720억 원;시기:2023년;지역:UAE
UAE,국가,수입액,한국,국가,수입액:6674만 원;시기:2023년;지역:UAE
UAE,국가,딸기수요,프리미엄 딸기,품목,수요증가:예측;시기:2024년 이후;지역:UAE
UAE,국가,시장특징,다문화,특징,다양한 인종과 문화적 배경;시기:2024년;지역:UAE
UAE,국가,물류허브,세계 최대 식품 및 청과 물류 센터,프로젝트,목표:시장 확대 및 수출입 활성화;시기:2024년;지역:UAE
UAE,국가,수입량,신선과일,품목,수입량:약 300만톤/년;시기:2023년;지역:UAE
UAE,국가,한국산 과일,인지도,상향,한국산 과일 인지도 증가;시기:2024년;지역:UAE
UAE,국가,가격대,프리미엄 딸기,품목,가격대:250g당 30-80디르함;시기:2024년;지역:UAE
UAE,국가,유통채널,슈퍼마켓,유통채널,주요 판매처;시기:2024년;지역:UAE
UAE,국가,포장,딸기 포장,포장,형태:플라스틱 또는 골판지;시기:2024년;지역:UAE
UAE,국가,마케팅전략,프리미엄 강조,전략,품질 강조;시기:2024년;지역:UAE
UAE,국가,기념일,라마단,기념일,수요증가;시기:연중;지역:UAE
UAE,국가,수송,신선도 유지,중요사항,적절한 포장과 냉장;시기:2024년;지역:UAE
UAE,국가,시장진출,프리미엄 마케팅,전략,품질 강조,브랜드 신뢰도 향상;시기:2024년;지역:UAE
