엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
쌀,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
팥,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
녹두,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
메밀,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
메밀,품목,수입국,인도,국가,국가:인도;시기:2025년 5월
콩나물콩,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
건고추,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
신선마늘,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
신선양파,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
생강,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
알땅콩,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
녹두,품목,수입국,미국,국가,국가:미국;시기:2025년 5월
양파,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
양파,품목,수입국,인도,국가,국가:인도;시기:2025년 5월
기타,품목,수입국,미국,국가,국가:미국;시기:2025년 5월
기타,품목,수입국,중국,국가,국가:중국;시기:2025년 5월
기타,품목,수입국,인도,국가,국가:인도;시기:2025년 5월
수입실적,기관,수입량,중국,국가,국가:중국;시기:2025년 4월
수입실적,기관,수입량,미국,국가,국가:미국;시기:2025년 4월
수입실적,기관,수입량,인도,국가,국가:인도;시기:2025년 4월
수입실적,기관,수입량,기타,국가,국가:기타;시기:2025년 4월
수입량,품목,수입국,중국,국가,국가:중국;시기:2025년 4월
수입량,품목,수입국,미국,국가,국가:미국;시기:2025년 4월
수입량,품목,수입국,인도,국가,국가:인도;시기:2025년 4월
수입량,품목,수입국,기타,국가,국가:기타;시기:2025년 4월
