엔터티1,엔터티1유형,관계,엔터티2,엔터티2유형,속성
베트남,국가,시장현황,과자류,품목,시기:2024년
HS CODE 1905,HS 코드,포함,제품,품목,HS 코드:1905
HS CODE 1704,HS 코드,포함,제품,품목,HS 코드:1704
HS CODE 1806,HS 코드,포함,제품,품목,HS 코드:1806
HS CODE 2007,HS 코드,포함,제품,품목,HS 코드:2007
베트남,국가,시장규모,과자류,품목,시장규모:22790만달러;시기:2023년
베트남,국가,시장규모,수입산 과자류,품목,시장규모:437884000달러;시기:2023년
베트남,국가,시장규모,베트남산 과자류,품목,시장규모:1841216000달러;시기:2023년
베트남,국가,시장점유율,베트남산 과자류,품목,시장점유율:80.8%;시기:2023년
베트남,국가,시장점유율,수입산 과자류,품목,시장점유율:19.2%;시기:2023년
베트남,국가,시장점유율,HS CODE 1905,품목,시장점유율:62.7%;시기:2023년
베트남,국가,시장점유율,HS CODE 1704,품목,시장점유율:15.0%;시기:2023년
베트남,국가,시장점유율,HS CODE 1806,품목,시장점유율:17.7%;시기:2023년
베트남,국가,시장점유율,HS CODE 2007,품목,시장점유율:6.7%;시기:2023년
중국,국가,수입산 과자류,HS CODE 1905,품목,수입규모:64510000달러;시기:2023년
인도네시아,국가,수입산 과자류,HS CODE 1905,품목,수입규모:10580000달러;시기:2023년
중국,국가,수입산 과자류,HS CODE 1704,품목,수입규모:31900000달러;시기:2023년
인도네시아,국가,수입산 과자류,HS CODE 1704,품목,수입규모:10500000달러;시기:2023년
한국,국가,수입산 과자류,HS CODE 1905,품목,수입규모:13180000달러;시기:2023년
중국,국가,수입산 과자류,HS CODE 1806,품목,수입규모:10247000달러;시기:2023년
미국,국가,수입산 초콜릿,HS CODE 1806,품목,수입규모:8982000달러;시기:2023년
중국,국가,수입산 초콜릿,HS CODE 1806,품목,수입규모:10247000달러;시기:2023년
중국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:11084000달러;시기:2023년
한국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:573000달러;시기:2023년
중국,국가,수입산 설탕과자류,HS CODE 1704,품목,수입규모:31900000달러;시기:2023년
인도네시아,국가,수입산 설탕과자류,HS CODE 1704,품목,수입규모:15000000달러;시기:2023년
중국,국가,수입산 초콜릿류,HS CODE 1806,품목,수입규모:10247000달러;시기:2023년
말레이시아,국가,수입산 초콜릿류,HS CODE 1806,품목,수입규모:6147000달러;시기:2023년
중국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:11084000달러;시기:2023년
한국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:573000달러;시기:2023년
중국,국가,수입산 설탕과자류,HS CODE 1704,품목,수입규모:31900000달러;시기:2023년
인도네시아,국가,수입산 설탕과자류,HS CODE 1704,품목,수입규모:15000000달러;시기:2023년
중국,국가,수입산 초콜릿류,HS CODE 1806,품목,수입규모:10247000달러;시기:2023년
말레이시아,국가,수입산 초콜릿류,HS CODE 1806,품목,수입규모:6147000달러;시기:2023년
중국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:11084000달러;시기:2023년
한국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:573000달러;시기:2023년
중국,국가,수입산 설탕과자류,HS CODE 1704,품목,수입규모:31900000달러;시기:2023년
인도네시아,국가,수입산 설탕과자류,HS CODE 1704,품목,수입규모:10500000달러;시기:2023년
중국,국가,수입산 초콜릿류,HS CODE 1806,품목,수입규모:10247000달러;시기:2023년
말레이시아,국가,수입산 초콜릿류,HS CODE 1806,품목,수입규모:6147000달러;시기:2023년
중국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:11084000달러;시기:2023년
한국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:573000달러;시기:2023년
중국,국가,수입산 설탕과자류,HS CODE 1704,품목,수입규모:31900000달러;시기:2023년
인도네시아,국가,수입산 설탕과자류,HS CODE 1704,품목,수입규모:10500000달러;시기:2023년
중국,국가,수입산 초콜릿류,HS CODE 1806,품목,수입규모:10247000달러;시기:2023년
말레이시아,국가,수입산 초콜릿류,HS CODE 1806,품목,수입규모:6147000달러;시기:2023년
중국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:11084000달러;시기:2023년
한국,국가,수입산 젤리류,HS CODE 2007,품목,수입규모:573000달러;시기:2023년
